model,SEN,SPE,PPV,NPV,AUC,ACC,SEN_SE,SPE_SE,PPV_SE,NPV_SE,AUC_SE,ACC_SE
diagnosis ~ iqr + median + Gender,0.604984547362933,0.44979988439881796,0.530586842062856,0.5254324908340888,0.5273922158808754,0.5269737655475788,0.031560865264962164,0.04975380905366002,0.01624049509160686,0.01125884436761078,0.012557140440675667,0.012663640541991181
diagnosis ~ iqr + mean_abs + coef_var,0.7562369958548152,0.4350201349630135,0.5771444557298667,0.6391039868361953,0.5956285654089144,0.5964259436391016,0.024758504659210544,0.028515620865143185,0.007679441567018203,0.018573547087057444,0.00741266646271976,0.0064044079881313744
diagnosis ~ iqr + mean_abs + se,0.7179434201648389,0.45231134865202216,0.5689531274606652,0.63034504730258,0.5851273844084305,0.5849495737633209,0.06571913260358418,0.03722220263436558,0.01037826643179351,0.04155218188632821,0.017730560223881267,0.017260948687646906
diagnosis ~ iqr + mean_abs + Gender,0.6606589853094522,0.39833428452947595,0.521281794854648,0.5588970476929913,0.5294966349194641,0.5295282276792941,0.07988254320088022,0.0377630416024282,0.019606020445820143,0.05241996629800454,0.027081698606034876,0.026822670799045364
diagnosis ~ iqr + coef_var + se,0.7263061902152332,0.4783507468069915,0.5866600176284755,0.6340123036852131,0.6023284685111123,0.603222937856934,0.028897839454409276,0.02978680291222547,0.01056017193854862,0.028069580799210445,0.01702655685888525,0.015938619480222554
diagnosis ~ iqr + coef_var + Gender,0.6733750165452274,0.4872418094641076,0.5709975712693104,0.6081529722143125,0.5803084130046675,0.5804263425831799,0.07038183744166121,0.04998252591215669,0.008175391601094817,0.02772301725978532,0.012486201727139747,0.013124559617164444
diagnosis ~ iqr + se + Gender,0.5852209756357403,0.4731041070719715,0.5231897156870168,0.545839532822645,0.5639461496072038,0.5279298900781824,0.08314120002928872,0.043827260189255327,0.029612626434080132,0.05022281715050112,0.02233363705839169,0.03612460386822591
diagnosis ~ median + mean_abs + coef_var,0.7567732579489729,0.4222607683726827,0.5708138096797022,0.6383947559290025,0.5895170131608278,0.5903917166112921,0.04058296384035494,0.02912789735212516,0.009213505196802307,0.03601559036929363,0.017596566984775106,0.01638075413794156
diagnosis ~ median + mean_abs + se,0.6601048362103197,0.47592696486603625,0.5625868234686703,0.587504039515393,0.568015900538178,0.5676164379235993,0.05761631240609604,0.05304546992780063,0.020258131261436396,0.041768938760705844,0.02587312498155102,0.025136893731489987
diagnosis ~ median + mean_abs + Gender,0.712223790543878,0.4509173017567686,0.5707812265752101,0.604779773072456,0.5815705461503232,0.5819559822002045,0.0231531308539986,0.04174317526385049,0.016236518948574162,0.011306442652315335,0.012967874451712639,0.01394090813812094
diagnosis ~ median + coef_var + se,0.69088685344479706,0.4863648910977731,0.5760800707316717,0.6189580765321084,0.588625872271285,0.5887439512974779,0.06027692380795148,0.03806675769999208,0.01382347845558586,0.04187004605800768,0.022806074268846354,0.02195354610580929
diagnosis ~ median + coef_var + Gender,0.6773158879379643,0.45395482261413544,0.5598996137998327,0.5784442565201601,0.5656353552760499,0.5662195420607665,0.02096944954015808,0.04092136450262324,0.02022139654818854,0.015213115193089197,0.01702107891100402,0.018051384221220105
diagnosis ~ median + se + Gender,0.5579517472567206,0.4754625724401912,0.5172129681959923,0.5192469990219958,0.5167071598484559,0.515394385548728,0.057581306384382996,0.04134541912749842,0.01214234620565028,0.02124624456727006,0.014737034377842193,0.01480033409889899
diagnosis ~ mean_abs + coef_var + se,0.7179162819565014,0.49563558329939755,0.592919417421037,0.6371509713914777,0.6067759326279495,0.6070536408709596,0.03675997990171857,0.03885814162919067,0.01433241915981167,0.033921781984738344,0.018627453268091593,0.01740453579131614
diagnosis ~ mean_abs + coef_var + Gender,0.6979419906168384,0.4288140087298024,0.5502339874631765,0.5980668753445153,0.5633779996733204,0.5636620802838881,0.06748255476465825,0.033391100418902996,0.014195686145682252,0.04257076847108816,0.02332024166627464,0.02274132134859762
diagnosis ~ mean_abs + se + Gender,0.6495337877755789,0.4244850061755281,0.5290095732518825,0.5649033430612427,0.5370093969755535,0.536259458580438,0.08158061720760572,0.04709332089221849,0.021939122857761516,0.04930852797972573,0.028615346047150433,0.028243546368743593
diagnosis ~ coef_var + se + Gender,0.691847344248879,0.5386625867516143,0.6025467785564853,0.6455329580700812,0.6152549655002466,0.6150017074604831,0.06856230995630444,0.04389541714362258,0.011920574814728803,0.033182872972831165,0.018793320446808304,0.01895276896875049
diagnosis ~ mean + sd + range + iqr,0.5673015460506139,0.5776955933819938,0.5795671448022546,0.5698037185462008,0.5724985697163039,0.5722800841134253,0.05319952150272052,0.049663771611553824,0.03369736630334743,0.04458664583063002,0.03724502365616107,0.03719557083028938
diagnosis ~ mean + sd + range + median,0.599260075236395,0.5545734272487342,0.5794627818495584,0.5856315999874692,0.5769167512425646,0.5760215716868254,0.059415682308434525,0.04776941784397251,0.022736651095214798,0.04077094702118082,0.024427527837092584,0.024030615269146297
diagnosis ~ mean + sd + range + mean_abs,0.657778340158576,0.5211661764093253,0.5833777506701227,0.6122245922967915,0.5894722582839506,0.5888185515901533,0.05950508894292963,0.0465714783650606,0.025017561797853135,0.05152406387772314,0.029938395602793134,0.02927118072158205
diagnosis ~ mean + sd + range + coef_var,0.6778031751501984,0.5018392249105557,0.5791584988408967,0.6126020366508776,0.589821200030377,0.5894995040159944,0.043666958288472356,0.019881228357090944,0.006427876930765444,0.03301929473950643,0.015031113332009783,0.01419306655125862
diagnosis ~ mean + sd + range + se,0.5986596297662361,0.5933223877449827,0.6004420091910314,0.5963619073108124,0.6048076074107045,0.5957332147207882,0.05327033945834562,0.04313381263728805,0.03079654040977598,0.04437500773848159,0.02839307522883815,0.03519803882726109
diagnosis ~ mean + sd + range + Gender,0.617521219254125,0.5163305511363792,0.5671402632640425,0.5713156724354278,0.5669258851952521,0.5661427402826334,0.036129129797859816,0.04545987866150559,0.013580921377246032,0.01217012887719897,0.008748687608663033,0.008851224876230676
diagnosis ~ mean + sd + iqr + median,0.6590450589090804,0.4233837222967747,0.5274406877608644,0.5919503688799463,0.5412143906029275,0.5413347408486965,0.11365063841229314,0.06703523342681232,0.016864402360548484,0.05337240626031682,0.026256111605737282,0.026038559848436105
diagnosis ~ mean + sd + iqr + mean_abs,0.7095279374235288,0.442034442493464,0.5646525103862119,0.6101315094188313,0.5757811899584964,0.5760703670785947,0.050006127580186965,0.04383973098589079,0.012681210811150668,0.042216051594610234,0.019028313479083243,0.01780204169967517
diagnosis ~ mean + sd + iqr + coef_var,0.7690793055120627,0.3965259641762223,0.5630898422905503,0.6436342522921769,0.5828026348441425,0.5841124574633247,0.05172105170651171,0.030757648334846028,0.010082342576644428,0.03559353689919044,0.016169768140575518,0.01583211239803314
diagnosis ~ mean + sd + iqr + se,0.5922106027870234,0.5725930534439719,0.586242420455019,0.5839133990431504,0.5912184267705928,0.5821270027068379,0.05279926888495943,0.04623124419025491,0.025462536468688266,0.037229760081203635,0.02160376564195937,0.028975239495239464
diagnosis ~ mean + sd + iqr + Gender,0.6478497106199376,0.4894258833514669,0.5655209502932661,0.5747650132321446,0.5686377969857023,0.5686659607171978,0.02425748687120523,0.04491264846098305,0.028097688365589596,0.02359616269639808,0.025564366946236514,0.02591312288376216
diagnosis ~ mean + sd + median + mean_abs,0.7168006695571044,0.43758567701520035,0.5663697651169609,0.6103075180284483,0.5771931732861524,0.5775966327009464,0.04698089900960443,0.05034507680636244,0.013802437882086913,0.038928571508998325,0.018579880690218698,0.017366005774370485
diagnosis ~ mean + sd + median + coef_var,0.7795724501383342,0.38100946632720106,0.5602003447553117,0.6431261968715152,0.5802909582327677,0.5817997009781462,0.04446969177425469,0.020777903834085277,0.013083760486178922,0.04194755127300054,0.02007364828732738,0.019688093640988454
diagnosis ~ mean + sd + median + se,0.62557591010856894,0.5334940718160127,0.5794742260278294,0.5893562244627494,0.5795349909622909,0.5790842957122162,0.0580281346068573,0.05599094701986056,0.024262361785817116,0.03889128880413633,0.02704277913076021,0.026622555735271627
diagnosis ~ mean + sd + median + Gender,0.6583908616270173,0.48269272737045577,0.5653726216380256,0.5801487302519912,0.5705417944987365,0.5709336206941029,0.025433465972754626,0.0383808896775076,0.022612347456106997,0.022130482820772995,0.021631406952865594,0.022045515389716854
diagnosis ~ mean + sd + mean_abs + coef_var,0.7710129532988762,0.40266426022738766,0.5674744474222729,0.6432969393461793,0.5868386067631319,0.5880209369219525,0.04323416597816086,0.03343690243301092,0.002969056430097439,0.030642935489559098,0.010778464142528041,0.009115768684999448
diagnosis ~ mean + sd + mean_abs + se,0.6660355637644992,0.510622409419169,0.5827536255147981,0.6057190263658112,0.5883289865918342,0.5879987232548126,0.05249841033557274,0.053851382929715384,0.026835837631653828,0.04309040725965419,0.0309769672961008,0.03042058017959555
diagnosis ~ mean + sd + mean_abs + Gender,0.69260954453813794,0.4765128180409401,0.5753738039268083,0.603765935440226,0.584561181289539,0.5850575677779183,0.027796643776033286,0.04055436621462748,0.015521737272866362,0.010806976347460646,0.012202692231452279,0.013001533984897996
diagnosis ~ mean + sd + coef_var + se,0.6774152601878246,0.5031896998170738,0.5768988909863143,0.619338708020951,0.5903024800024492,0.5902022424195097,0.06591281746304369,0.027206559592849008,0.01513148536506922,0.04316513779275772,0.02466092660549817,0.02408953554984274
diagnosis ~ mean + sd + coef_var + Gender,0.6587868474320193,0.46446307607308135,0.5538904113664712,0.5849250171025737,0.5616249617525503,0.5622428340096646,0.07471640011220265,0.05469039419717763,0.012690280456369257,0.02379087272454439,0.014443549552755088,0.01616082127772744
diagnosis ~ mean + sd + se + Gender,0.6428872975429126,0.5244538614380942,0.5844148217029573,0.5926845348986782,0.5836705794905035,0.5827320087334771,0.048834029072825545,0.06308558960676246,0.020909195821780278,0.016346438264456538,0.014378004830161837,0.014700525735944188
diagnosis ~ mean + range + iqr + median,0.6350217216640786,0.5228079815336263,0.5785305409310405,0.5929815845190559,0.5789148515988525,0.5781033855587752,0.05843403395478271,0.05773095997913501,0.02243281704483775,0.03554178353257918,0.021378494726281783,0.0211005898944197
diagnosis ~ mean + range + iqr + mean_abs,0.6843784805508835,0.49884941707867914,0.583549828650984,0.6187892188159456,0.5916139488147812,0.5911661283986231,0.05420876941934254,0.05335261468379876,0.019717239291830172,0.039868799109572556,0.02195406441789363,0.021481583651242978
diagnosis ~ mean + range + iqr + coef_var,0.720919099487663,0.44066135338522716,0.5669097692668505,0.6138477377852427,0.5807902264364451,0.5813024348739503,0.037178107272154225,0.026161074597623638,0.0054471949977529304,0.025505819041317133,0.011023700215227712,0.01028601600549322
diagnosis ~ mean + range + iqr + se,0.5926490614013565,0.598073014097497,0.6022649958513078,0.5934182976624623,0.5953610377494268,0.5949662230062485,0.04783675901774931,0.04404700322695696,0.03034858218537802,0.039534741945873864,0.03188279146682331,0.03183160962880553
diagnosis ~ mean + range + iqr + Gender,0.6411994876225557,0.521356833882559,0.5804626670760556,0.5861679177974144,0.5812781607525574,0.5806062689228343,0.026353497538330016,0.0504615060889607,0.020771259418743283,0.01041676780475969,0.01488083746726341,0.015189583044769285
diagnosis ~ mean + range + median + mean_abs,0.6960333069551293,0.4708013510712158,0.5734159643555,0.6124703506679834,0.5834173290131726,0.5835129144179996,0.05179451729113525,0.046665361924633574,0.01690937863178869,0.03736617972414013,0.02091031160477239,0.020235291357320884
diagnosis ~ mean + range + median + coef_var,0.7465583808436936,0.4210295967350741,0.5662782076915956,0.6323923848006846,0.5837939887893838,0.5842791904073112,0.04806056978484739,0.02780690295905115,0.004044128948796191,0.034689554117566024,0.013164861318170388,0.01224687015205887
diagnosis ~ mean + range + median + se,0.5901781779749933,0.5902714168002358,0.5984099168715479,0.591050867607391,0.5902247973876146,0.5895826871925024,0.055861902156224205,0.052143583590896166,0.037582503925400135,0.045097442638712626,0.0354902931467305,0.0353761610365855
diagnosis ~ mean + range + median + Gender,0.6396701587857578,0.5119722424649902,0.5746222175714134,0.5805937001871961,0.575821200625374,0.5752570403989844,0.024734963432661433,0.047915635608436744,0.018861181500451393,0.00954453240563295,0.013655240980015387,0.014088896238245722
diagnosis ~ mean + range + mean_abs + coef_var,0.7153790511594572,0.45295041000819014,0.5694514411288352,0.6202615820179609,0.5841647305838237,0.5844451513766616,0.054365305904240525,0.03621543577966205,0.01653269865822041,0.04233195879877609,0.02506160719595705,0.02442305449592276
diagnosis ~ mean + range + mean_abs + se,0.6562597455424736,0.5411838735440011,0.5921833863373036,0.6196129795401903,0.5987218095432374,0.5979388936687955,0.05936308772419163,0.04109007461425107,0.02277448477848031,0.050137256556419076,0.029151837564042354,0.0285559965042089
diagnosis ~ mean + range + mean_abs + Gender,0.6964977082842357,0.4906336125800059,0.5850708317919073,0.6099456407609535,0.5935656604321208,0.5935144946384422,0.019029797961271473,0.04976502593618255,0.02310866456537865,0.020399211292561618,0.02123965681004063,0.021547052174087544
diagnosis ~ mean + range + coef_var + se,0.6867053498790988,0.5003221271081293,0.5804108539651861,0.6237244013107478,0.593513738493614,0.5932929117327692,0.05998419227522819,0.028318351199197386,0.011025457881991206,0.0435656608585926,0.022196322621933103,0.02134122170743138
diagnosis ~ mean + range + coef_var + Gender,0.6573226553395081,0.5059440979915061,0.5788466858293351,0.5879884000036014,0.5816333766655071,0.581412192986366,0.016324807899067366,0.04980920716950833,0.023314549258687037,0.017045285337389172,0.01987107812263502,0.020078449144690563
diagnosis ~ mean + range + se + Gender,0.6283254343323961,0.5433481449935984,0.5845948023268597,0.5942839726391809,0.5858367896629972,0.5849764047310174,0.04413570341843735,0.041996169309841284,0.01127006827490115,0.022205403626342823,0.011036746183526156,0.010931870814128173
diagnosis ~ mean + iqr + median + mean_abs,0.7080052418105159,0.4454280718065712,0.5665987489483032,0.6078872169022648,0.5767166568085436,0.5768280087837524,0.0498173291088676,0.05192324250232082,0.016922082692491618,0.03734711318170822,0.020885739539071947,0.020252938459193327
diagnosis ~ mean + iqr + median + coef_var,0.777237151823849,0.4100674276732732,0.5728396839373086,0.6475857792909414,0.5936522897485611,0.5949450994138462,0.02607893763062331,0.024559468205215686,0.004584524983243091,0.020161764054305756,0.0068417554933830425,0.0055725656576287004
diagnosis ~ mean + iqr + median + se,0.5441711063026824,0.4870770541757759,0.5133629036411247,0.525559023065571,0.5591668125801683,0.5155213579196781,0.08786342512517799,0.061038265952511536,0.03039190700819625,0.046976566032033866,0.023593960896976338,0.036969994057917475
diagnosis ~ mean + iqr + median + Gender,0.6509384069609404,0.4752760974140799,0.5596413568803189,0.5701492635671687,0.5631072521875101,0.5634313568493876,0.02471223043386479,0.042483966008324096,0.025264020191756196,0.024764669475258624,0.02427119166967238,0.0245929117259193
diagnosis ~ mean + iqr + mean_abs + coef_var,0.7371388802351521,0.44989765013556515,0.5772468620983241,0.6292542377448038,0.5935182651853587,0.5941821314716254,0.02496587946587305,0.027008746307327552,0.009248952058836057,0.024421978828646204,0.012484877926743135,0.01147999014379316
diagnosis ~ mean + iqr + mean_abs + se,0.6525850707167231,0.472767366245134,0.5576925025329281,0.5825435416665602,0.5626762184809285,0.562284751456559,0.06552475024932629,0.05700368915437871,0.022476466934043253,0.04516219493116914,0.028876615459793864,0.028163770831577638
diagnosis ~ mean + iqr + mean_abs + Gender,0.6911389563028438,0.4691658320407087,0.5720377141492242,0.5977255715198336,0.5801523941717763,0.580537390552714,0.027265918643027777,0.045058715191069756,0.017921427706298176,0.011319600948550477,0.014277415595469132,0.015230650130184584
diagnosis ~ mean + iqr + coef_var + se,0.6818718987787201,0.5060925086077661,0.5807311824489602,0.6227171381085075,0.5939822036932431,0.5939874580888569,0.06324011354939586,0.029828964650580832,0.01566713972279953,0.042751931274231506,0.02485496763023851,0.024255716373832604
diagnosis ~ mean + iqr + coef_var + Gender,0.692241070217945,0.4854500159885429,0.5795411601177151,0.6060130884720946,0.588845543103244,0.5896514365769109,0.021005381831156193,0.04041810518799545,0.024380876370131057,0.026149969061750634,0.024110062970943532,0.024959623239520844
diagnosis ~ mean + iqr + se + Gender,0.5874674946813148,0.4811964424187597,0.534759392289554,0.5392447441437652,0.5446084212197309,0.533648856629918,0.05852851984911869,0.048760873875048336,0.012223279629228026,0.024192929865791652,0.007240840882637532,0.015725793055904932
diagnosis ~ mean + median + mean_abs + coef_var,0.7776616024819455,0.43010856721701873,0.5814640390103142,0.6625237233540391,0.6038850848494821,0.6047606376262222,0.03561125795357175,0.03106096980219103,0.006921776475860334,0.03175747497135675,0.012576497510336371,0.011169401665487579
diagnosis ~ mean + median + mean_abs + se,0.6479496780944418,0.48050945684422686,0.5578846410942928,0.5846213206075304,0.5642295674693343,0.5637140004272627,0.06768189553446805,0.05133510902013134,0.021244869308788678,0.04325876049805111,0.027870823294190224,0.027333538941843073
diagnosis ~ mean + median + mean_abs + Gender,0.7017240126938212,0.4675928302420908,0.5749427047121346,0.6046905591539582,0.5846584214679561,0.5851346333463793,0.021611298073217097,0.042656773126045044,0.01798143791233866,0.011378701092528143,0.014545521694662021,0.015275438071851923
diagnosis ~ mean + median + coef_var + se,0.6850259689450118,0.4956139422413163,0.5777356436543126,0.6194244413455812,0.5903199555931641,0.590276192934539,0.060437616174842335,0.03303831808817123,0.014472497785020676,0.043271959604740035,0.02381733294999784,0.023056255307349154
diagnosis ~ mean + median + coef_var + Gender,0.7267342878853423,0.46232155133837893,0.5802441272234999,0.6217675392159276,0.5945279196118607,0.5956558979696253,0.012460315891500746,0.03534095287011087,0.020708447156853355,0.022582060483343838,0.02102964547452577,0.021759339140819255
diagnosis ~ mean + median + se + Gender,0.5623272083036057,0.5050788946181513,0.5400908691743439,0.5315312207955697,0.5337030514608785,0.5323325419235567,0.04996225824020374,0.061145843488447406,0.020727409289564108,0.015952780863691604,0.015168155087121599,0.01483621369288929
diagnosis ~ mean + mean_abs + coef_var + se,0.6971583218861882,0.5002723228590777,0.5861071008315806,0.6333023261189993,0.598715322372633,0.5986193330612414,0.06333278455317874,0.04360611553003376,0.010978439261138047,0.045520915249283166,0.020824738574579674,0.01967976490238447
diagnosis ~ mean + mean_abs + coef_var + Gender,0.7119382895301801,0.46868403069634595,0.5788123730279011,0.6128576943962972,0.590311160113263,0.5910390289815959,0.015129553866936074,0.03942805479587995,0.01782157828135093,0.01334205254535637,0.015618963429754268,0.016383059961859323
diagnosis ~ mean + mean_abs + se + Gender,0.6574204638636092,0.4889475521959048,0.5692296805220692,0.58706337580787,0.573184008029757,0.5729735239078799,0.045304083448959843,0.04923789320638128,0.010414519962778335,0.016070795067150038,0.006558556870218427,0.005708831087351453
diagnosis ~ mean + coef_var + se + Gender,0.6808618378680708,0.5116386156977925,0.586985304714088,0.6199473813155267,0.5962502267829316,0.5961261275048395,0.06023718689636672,0.048803783910513654,0.01274724036658084,0.024056305806636324,0.014651863585666194,0.015328680016806538
diagnosis ~ sd + range + iqr + median,0.6055223731828498,0.5349020947103141,0.570611399985214,0.5791559355354184,0.5894777089738824,0.5697822020976064,0.06801515662701162,0.05665055081247992,0.040364297244051425,0.06131967950296155,0.036463261477171,0.04539842947200892
diagnosis ~ sd + range + iqr + mean_abs,0.705116545994118,0.413020106969605,0.5450911732939857,0.6103785174332624,0.572858616159544,0.5584284539919991,0.0793919421951152,0.041139211155509774,0.02229745668073197,0.05508851178832714,0.018516684464004764,0.02809583486875816
diagnosis ~ sd + range + iqr + coef_var,0.6717452006734311,0.5210098357076796,0.5864812612024596,0.6150966545201015,0.5963775181905553,0.5964349125102524,0.04166223911820311,0.017322076467667636,0.01222467828548931,0.039032118272044364,0.022202864697595224,0.021268810962351135
diagnosis ~ sd + range + iqr + se,0.6511458578821463,0.5001559390210805,0.5653709733547775,0.5989468792939899,0.5756508984516134,0.5749363004547008,0.06639874971488065,0.02630524959486418,0.02040463551869767,0.048302953689510396,0.030491376283648564,0.030089788350183923
diagnosis ~ sd + range + iqr + Gender,0.5676410006472816,0.4120558334329253,0.4931679118874489,0.49644860160875703,0.5204598292916626,0.4893258970064026,0.07107784577642845,0.05261749060457632,0.023723525391417127,0.04221020266604496,0.025936636108837695,0.027167037899005743
diagnosis ~ sd + range + median + mean_abs,0.6637418706437627,0.5210947311021924,0.5840282537912922,0.6171020163020163,0.5924183008729775,0.5919035649284397,0.06020914410501684,0.03852565102970887,0.022431458346767696,0.055456065645906764,0.03099105463536715,0.030140771990911572
diagnosis ~ sd + range + median + coef_var,0.67181057449872,0.507808545956936,0.5796169092796947,0.6116874298402221,0.589809560227828,0.589410872405433,0.04701857762217506,0.021920341239469156,0.011800598076399235,0.03571425676207782,0.018865952184996926,0.018227802526198624
diagnosis ~ sd + range + median + se,0.5973472956220521,0.5614782913187886,0.5804610357807288,0.5829752687083245,0.5929538015743343,0.5789563506144317,0.053358864127774346,0.0406260572307127,0.03157700213766618,0.046590963613539954,0.02736293711247917,0.03624069019361019
diagnosis ~ sd + range + median + Gender,0.616182347170524,0.49051362604003174,0.5525401678713613,0.558647182775592,0.5533479866052778,0.5525399682109379,0.03624812396420184,0.03919303693962922,0.009771166117738171,0.009896845261706167,0.0029800545709071113,0.003216354867068426
diagnosis ~ sd + range + mean_abs + coef_var,0.6823226553395081,0.5119379381165123,0.5862363183160755,0.6191835267748601,0.5971302967280102,0.5972269274528883,0.041965453839831884,0.022875286450038574,0.011793659013067379,0.04019096656680032,0.021580586465255666,0.020480403761601738
diagnosis ~ sd + range + mean_abs + se,0.7046152457813706,0.47933351835485555,0.5757357632726383,0.6329410143846764,0.591974382068113,0.5917316890428752,0.06669999131706646,0.028697058609625386,0.009905418819006069,0.04510020661651806,0.02055580564761038,0.01986564386970444
diagnosis ~ sd + range + mean_abs + Gender,0.6413994831028839,0.4045169683536174,0.5162474274920766,0.5486529459144033,0.5487319623955002,0.5226810648082794,0.07903220987730485,0.03433610382935604,0.022267680674531668,0.052107585572099845,0.01926866846627467,0.02863264365745598
diagnosis ~ sd + range + coef_var + se,0.6789004516039993,0.5179659376537101,0.5887540930673183,0.6161959608265003,0.5984331946288547,0.5987106937379163,0.03342214103067715,0.023941292339096202,0.01106181912041095,0.03232688689419112,0.01882069256434799,0.01782109699914304
diagnosis ~ sd + range + coef_var + Gender,0.6471563848839574,0.516082937843618,0.5752879724759423,0.5960579998003933,0.5816196613637877,0.5811135396631452,0.048460972069939746,0.03158943038359912,0.007228022731858211,0.022121568009371248,0.01054576362197792,0.010530399696846746
diagnosis ~ sd + range + se + Gender,0.6267509995738595,0.4947093741725691,0.5526851851851852,0.5861752649094594,0.568546728053742,0.5595388318565149,0.08395072465673965,0.05013224147522743,0.02850002406564094,0.0556546152791554,0.031126416552766645,0.035013830436565134
diagnosis ~ sd + iqr + median + mean_abs,0.6991592754562448,0.44390209976237904,0.5617934466592569,0.6006042950513539,0.5715306876093119,0.5715814480374368,0.049480869535890565,0.045262995741174046,0.015057011754773149,0.04057814957610561,0.020992584349458852,0.020105130641407305
diagnosis ~ sd + iqr + median + coef_var,0.7903081588955213,0.38412203519367755,0.5652103560649105,0.654051368108115,0.5872150970445994,0.58864705684282,0.038936699057839724,0.018716073752642916,0.010663420674045056,0.03932429646710771,0.01724942887419274,0.0166658573747663
diagnosis ~ sd + iqr + median + se,0.606093748486717,0.5694670344901154,0.5880911240048905,0.5928093641423939,0.5951371361289128,0.5872475094992643,0.05642024993863524,0.04071738009699933,0.02860513362666344,0.04409644521617294,0.02842102005952506,0.03363883784110225
diagnosis ~ sd + iqr + median + Gender,0.6003011483598434,0.4576965143485681,0.532662700418187,0.5259959442600299,0.5289988313542057,0.5284600019574794,0.03192077233128645,0.052776805061454365,0.020096252165001063,0.0138502731369903,0.016364819158860188,0.016588085242306604
diagnosis ~ sd + iqr + mean_abs + coef_var,0.7638947424916951,0.4361645974320106,0.5802089699447005,0.6459176031991566,0.6000296699618528,0.6010320234087537,0.022245629719290082,0.02931681308793344,0.009237669290781843,0.024953165742110397,0.012841507824547373,0.011491869684672822
diagnosis ~ sd + iqr + mean_abs + se,0.6973210452064037,0.49510875232136164,0.5826704716628869,0.6340961933771911,0.5962148987638827,0.5954452313284065,0.06628950925701173,0.04472514568252143,0.012384993759727974,0.03844191033315712,0.01701784179254611,0.017057327116708505
diagnosis ~ sd + iqr + mean_abs + Gender,0.6546291124978612,0.39994432376082995,0.5184501953341889,0.5582582582582583,0.5272867181293456,0.5272552414653258,0.08403184639611139,0.03717920697181372,0.021091951517769575,0.05458844133086119,0.028118961368506234,0.027913385105081935
diagnosis ~ sd + iqr + coef_var + se,0.7129821168286754,0.4940327494719971,0.5900772083022796,0.629449847268879,0.6035074331503362,0.6040516031682615,0.027143946814519426,0.03322309136499791,0.012683716540822124,0.025332360316128295,0.016383400365111787,0.015484773476348706
diagnosis ~ sd + iqr + coef_var + Gender,0.6739315566314885,0.46272651574575396,0.5606972998116422,0.5908038459683129,0.5683290361886212,0.5691357431665989,0.05615435370046071,0.04523182686508431,0.012169811968826078,0.0212962122914749,0.01171508131836609,0.013165676626488943
diagnosis ~ sd + iqr + se + Gender,0.6228647677857159,0.4976926474484464,0.5534541062801932,0.5834981005786977,0.5602787076170811,0.5589181041202924,0.08298526078888357,0.052363610757595054,0.025005614960216197,0.04856730197173414,0.03096188906285135,0.03078571508707675
diagnosis ~ sd + median + mean_abs + coef_var,0.778622693554948,0.4149318207285558,0.5752757496552476,0.658455442773453,0.5967772571417519,0.5978619454482378,0.04069204088549813,0.033252459673212865,0.0033949304499628716,0.03224386316690473,0.01005104767900009,0.008240732799348503
diagnosis ~ sd + median + mean_abs + se,0.6630902862970005,0.5120326808964284,0.5821787581373761,0.6037009569521647,0.5875614835967145,0.5872269183366049,0.053623566275189216,0.05462824277240635,0.029921481837907375,0.04585165123250407,0.034526025251436276,0.03401901689874039
diagnosis ~ sd + median + mean_abs + Gender,0.7017347469145169,0.4492602327709888,0.565829899079298,0.5969993186885764,0.5754974898427528,0.5759547677560858,0.027863615938968026,0.03871040783955958,0.013738306173111042,0.008814104650594115,0.009928329286279217,0.010974813981120235
diagnosis ~ sd + median + coef_var + se,0.6864077779113951,0.4881638775541811,0.5745795718616802,0.6179748015492696,0.587285827732788,0.5872201557999986,0.06306259330931638,0.03579981369105724,0.012360136101112352,0.04104283535614182,0.0215027375850235,0.020762840782772726
diagnosis ~ sd + median + coef_var + Gender,0.6498306333674461,0.4613378853265758,0.5461647048612062,0.579423953576595,0.555584259347011,0.5561616319373123,0.08182230865209726,0.053449555250244966,0.014763351853174952,0.026354400655736698,0.01720642194037148,0.018796210103992017
diagnosis ~ sd + median + se + Gender,0.6206872191346765,0.5366221033137322,0.5795987326186683,0.5869638055347051,0.5786546612242043,0.5773602930539856,0.056221893595933506,0.0561708706481299,0.014335998390685981,0.019208805717136703,0.010749249185521196,0.01131128934690971
diagnosis ~ sd + mean_abs + coef_var + se,0.7162915406270076,0.4956129690976788,0.5925588199083285,0.6360508853101661,0.6059522548623433,0.6062930111584472,0.037581678792111176,0.04022033541005507,0.012929780346214627,0.03230169685952018,0.01681431431597627,0.015488204427133239
diagnosis ~ sd + mean_abs + coef_var + Gender,0.7066704808123787,0.42447193706352954,0.5550334154492315,0.597737885957064,0.5655712089379541,0.5667724271918329,0.057461658452158795,0.04532804858673087,0.009015593291479307,0.019391010801854104,0.008262916306128881,0.010014497169590847
diagnosis ~ sd + mean_abs + se + Gender,0.663352755143548,0.4654686978617591,0.5543671208693721,0.5963567729786512,0.5644107265026536,0.5635435511430675,0.07734327826576805,0.04808186391149018,0.019450808235718053,0.05094201987152706,0.02883194520099041,0.028275196115540593
diagnosis ~ sd + coef_var + se + Gender,0.6749611489812982,0.5297752054761733,0.5927738812795106,0.6256422721116044,0.6023681772287358,0.6021790594005,0.06270691152022641,0.04369825392986988,0.01055899984359307,0.02427006345739551,0.013723280353696405,0.014280844363430656
